name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,,,,,,,
Cape Town,2023/01/01,35.7,22.7,28.8,34.4,22.7,28.3,11.3,34.6,0,0,0,,0,0,57.7,21.7,120.9,1010.6,0.1,12.2,303.3,26.2,9,10,2023-01-01T05:38:46,2023-01-01T20:00:36,0.31,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/02,32.8,18.9,26.2,32.6,18.9,26,14,48.9,0,0,0,,0,0,43.8,18.7,86.5,1007.9,0.9,10.4,300.5,26,9,10,2023-01-02T05:39:31,2023-01-02T20:00:47,0.34,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,68715099999,F6172",,,,,,,
Cape Town,2023/01/03,24.1,16.1,19.4,24.1,16.1,19.4,14.3,73.3,0,0,0,rain,0,0,33.2,13.9,296.7,1009.5,27,11.9,296.1,25.6,9,10,2023-01-03T05:40:17,2023-01-03T20:00:55,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/04,22,16.3,19.1,22,16.3,19.1,12.7,67.4,0.588,100,8.33,rain,0,0,52.4,33.5,164,1015.1,71.3,12.7,207.8,17.9,6,10,2023-01-04T05:41:05,2023-01-04T20:01:02,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,68715099999,F6172",,,,,,,
Cape Town,2023/01/05,19,15.6,17.3,19,15.6,17.3,8.7,57.5,0.724,100,8.33,rain,0,0,78.9,27.2,148.9,1020,54.9,11.7,282,24.4,8,10,2023-01-05T05:41:53,2023-01-05T20:01:07,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/06,23.1,17.4,19.8,23.1,17.4,19.8,10.6,55.8,0,0,0,,0,0,61.6,28.2,143.4,1022.4,21,12,294.8,25.5,8,10,2023-01-06T05:42:43,2023-01-06T20:01:09,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/07,29.2,19.7,24.4,28.3,19.7,24.2,10.7,42.6,0,0,0,,0,0,63.5,29,153,1017.5,2.5,13.8,296.8,25.4,8,10,2023-01-07T05:43:33,2023-01-07T20:01:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/08,29.5,16.6,23,29.1,16.6,22.9,13.4,56.6,0,0,0,,0,0,39.4,27.7,121.5,1011,9.1,13.4,298.8,25.7,8,10,2023-01-08T05:44:24,2023-01-08T20:01:10,0.55,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68925099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/09,25.8,16.8,21.1,25.8,16.8,21.1,14.5,66.9,0,0,0,,0,0,30.9,15.4,315.7,1012.1,28.4,12,298.1,25.7,8,10,2023-01-09T05:45:17,2023-01-09T20:01:07,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/10,23.9,15.6,19.9,23.9,15.6,19.9,13.2,67.1,0,0,0,,0,0,34.6,18.6,281.5,1016.5,46.4,11.8,290.1,25.1,8,10,2023-01-10T05:46:10,2023-01-10T20:01:02,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/11,27.7,15.8,21.8,27.6,15.8,21.8,12.9,58.3,0,0,0,,0,0,20.3,12.5,42,1014.3,52.3,12.6,196,16.9,7,10,2023-01-11T05:47:03,2023-01-11T20:00:56,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/12,22,16.6,19.6,22,16.6,19.6,14.6,73.3,0,0,0,,0,0,37.1,27.7,318.8,1012.4,59.7,13.1,240,20.7,9,10,2023-01-12T05:47:58,2023-01-12T20:00:47,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/13,23.5,15.1,19.6,23.5,15.1,19.6,13.6,69.7,0,0,0,,0,0,32,17.2,273,1014.6,23.7,13.3,294.5,25.3,8,10,2023-01-13T05:48:53,2023-01-13T20:00:37,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/14,25.2,19.6,22.1,25.2,19.6,22.1,13.7,59.4,0,0,0,rain,0,0,73.2,36.2,165.4,1015.2,40.1,13.7,293.2,25.3,9,10,2023-01-14T05:49:49,2023-01-14T20:00:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/15,28,20.2,23.9,27.9,20.2,24,14,54,0,0,0,,0,0,50,35.6,162.9,1013.4,57.7,12.8,263.5,23,10,10,2023-01-15T05:50:46,2023-01-15T20:00:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/16,32.8,22.1,27.9,32.2,22.1,27.9,14.9,45.8,0,0,0,,0,0,54.7,23.2,139.3,1009.8,33.8,11.7,277.9,24,8,10,2023-01-16T05:51:43,2023-01-16T19:59:55,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/17,31.8,20.2,25.8,32.8,20.2,26,15.8,55,0,0,0,,0,0,18.5,10.7,20.5,1009.3,10.7,13.8,293.9,25.5,8,10,2023-01-17T05:52:40,2023-01-17T19:59:38,0.85,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/18,27.1,18.7,21.3,28,18.7,21.4,16.4,73.8,0.001,100,4.17,rain,0,0,33.4,25.9,299,1010.5,57.4,13.4,252.4,21.8,7,10,2023-01-18T05:53:38,2023-01-18T19:59:18,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/19,25.6,17.3,21.5,25.6,17.3,21.5,15.2,68.7,0,0,0,rain,0,0,31.5,17.7,255.4,1012.8,31.2,13.3,295.3,25.4,8,10,2023-01-19T05:54:37,2023-01-19T19:58:57,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/20,27.1,17.5,21.7,27.8,17.5,21.7,15.9,70.5,0,0,0,,0,0,30.9,18.5,241.6,1012.2,9.3,11.7,297,25.6,8,10,2023-01-20T05:55:35,2023-01-20T19:58:34,0.95,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68925099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/21,23.5,17.5,20.9,23.5,17.5,20.9,15,69.4,0,0,0,,0,0,37.5,19.3,273.7,1011.5,23.4,11.7,295.1,25.4,8,10,2023-01-21T05:56:34,2023-01-21T19:58:09,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/22,26.7,18.7,22.1,27.1,18.7,22.2,15.3,66.5,0.002,100,4.17,rain,0,0,54,21.6,137,1011.3,42.9,11.7,273.1,23.6,9,10,2023-01-22T05:57:34,2023-01-22T19:57:42,0.02,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/23,25,17.9,21.3,25,17.9,21.3,14.5,65.6,0,0,0,,0,0,44.5,22.3,269.4,1008.2,12.7,13.5,294.2,25.4,8,10,2023-01-23T05:58:33,2023-01-23T19:57:14,0.05,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/24,21.5,16.1,18.8,21.5,16.1,18.8,11.5,64.5,2.411,100,8.33,rain,0,0,42.5,18.4,250.6,1015.2,69.8,11.1,188.7,16.3,8,10,2023-01-24T05:59:33,2023-01-24T19:56:44,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/25,23.5,16.1,19.6,23.5,16.1,19.6,8.5,49,0,0,0,,0,0,43.5,19.2,148.4,1018.3,11.7,13.1,288.6,25,8,10,2023-01-25T06:00:33,2023-01-25T19:56:12,0.12,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/26,27.8,16.1,21.7,27.7,16.1,21.6,12.3,56.6,0,0,0,,0,0,22.2,14.8,31,1013.3,10.6,14.4,290,25.2,8,10,2023-01-26T06:01:33,2023-01-26T19:55:39,0.15,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/27,28.2,17.5,22.5,27.9,17.5,22.5,14,59.9,0,0,0,,0,0,33.2,15,59.2,1010.6,4.4,14.2,289.3,25,8,10,2023-01-27T06:02:33,2023-01-27T19:55:03,0.19,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/28,21.7,17.6,19.5,21.7,17.6,19.5,13,66.2,0.264,100,12.5,rain,0,0,72.7,31.1,146.8,1014.1,47.4,13.8,236.9,20.4,8,10,2023-01-28T06:03:33,2023-01-28T19:54:27,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/29,25.2,16.8,21,25.2,16.8,21,9.4,48.3,0,0,0,,0,0,70.9,26.1,140,1013.9,37.5,14.8,284.2,24.5,9,10,2023-01-29T06:04:34,2023-01-29T19:53:48,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/30,30,19,25.1,28.8,19,24.8,10.3,40.1,0,0,0,,0,0,48,20.9,132,1010.9,33.1,13.3,287.6,24.9,9,10,2023-01-30T06:05:34,2023-01-30T19:53:08,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/01/31,32.2,18,24.6,32.5,18,24.4,12.4,48.8,0,0,0,,0,0,51.3,29.5,157.8,1011,6.1,13.9,286.9,24.8,9,10,2023-01-31T06:06:34,2023-01-31T19:52:27,0.32,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/01,26,18,21.9,26,18,21.9,16.1,71.5,0,0,0,rain,0,0,40.7,31.6,192.4,1014.8,37.7,16,282.1,24.5,9,10,2023-02-01T06:07:34,2023-02-01T19:51:43,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/02,25.9,17.3,20.6,25.9,17.3,20.6,13.4,64.7,0,0,0,,0,0,48.2,38.9,189.1,1016.2,5.5,17.4,286.9,24.9,9,10,2023-02-02T06:08:34,2023-02-02T19:50:59,0.39,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/03,28,17.1,21.5,27.3,17.1,21.4,13,60.1,0,0,0,,0,0,47.5,37.1,200.8,1013.9,0,13.6,285.3,24.8,9,10,2023-02-03T06:09:34,2023-02-03T19:50:12,0.42,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/04,30.4,16.9,22.8,29.6,16.9,22.8,14.4,61.2,0,0,0,rain,0,0,31.7,25.9,248.1,1010.1,6,14.8,281.3,24.4,9,10,2023-02-04T06:10:33,2023-02-04T19:49:25,0.45,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/02/05,24.2,17.3,21.5,24.2,17.3,21.5,17.3,77.7,0,0,0,rain,0,0,63.4,40.7,177.1,1012.4,72.6,12.7,150.3,12.9,6,10,2023-02-05T06:11:33,2023-02-05T19:48:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/02/06,30.9,18.8,24.1,31.1,18.8,24.3,17.2,67.4,0,0,0,,0,0,48.5,25.1,211,1010,23.4,14.3,280.7,24.4,8,10,2023-02-06T06:12:32,2023-02-06T19:47:45,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/07,25.4,17.8,22.1,25.4,17.8,22.1,17.3,75.5,0.53,100,8.33,rain,0,0,59.8,38.9,179.7,1012.9,51.6,17.5,220.2,19.1,8,10,2023-02-07T06:13:31,2023-02-07T19:46:53,0.56,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/08,30.7,20.2,24.9,30.1,20.2,24.8,15.2,56.4,0,0,0,,0,0,50.6,35.3,171.9,1012.7,9.7,19.3,279.7,24.4,9,10,2023-02-08T06:14:30,2023-02-08T19:46:00,0.59,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68925099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/02/09,31.9,18,23,31.4,18,23.1,15.3,63.5,0,0,0,,0,0,41.7,27.8,204,1011.5,16.4,13.9,286.1,24.8,9,10,2023-02-09T06:15:28,2023-02-09T19:45:06,0.63,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,remote,68819099999,F6172",,,,,,,
Cape Town,2023/02/10,35.4,18.8,26.3,34.2,18.8,26.1,14.9,52.7,0,0,0,,0,0,37.1,25,201.5,1010.8,0,17.2,278.6,24.1,9,10,2023-02-10T06:16:27,2023-02-10T19:44:10,0.66,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/11,35,18,26.5,33.7,18,26.1,13.9,50,0,0,0,,0,0,38.9,27.7,265.4,1008.1,5,15.2,279.9,24.1,8,10,2023-02-11T06:17:25,2023-02-11T19:43:13,0.69,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/12,26.2,19.5,22.8,26.2,19.5,22.8,17.5,72.7,0,0,0,,0,0,33.5,33.5,183.1,1012.1,65.4,13.7,168,14.5,6,10,2023-02-12T06:18:22,2023-02-12T19:42:14,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/13,29,18.1,22.4,29.3,18.1,22.5,17.4,75,0,0,0,,0,0,42.5,35.3,195.8,1012.7,9.8,16.2,268.7,23.2,8,10,2023-02-13T06:19:20,2023-02-13T19:41:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/14,25.4,18.9,22,25.4,18.9,22,17.8,78.1,0,0,0,rain,0,0,64.5,46.4,181.2,1012.5,43.1,14.9,268.4,23.2,9,10,2023-02-14T06:20:17,2023-02-14T19:40:14,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/15,24.9,18.2,21.4,24.9,18.2,21.4,16.4,74,0,0,0,rain,0,0,65.8,46.4,172.6,1011,33.3,16.1,261.5,22.8,9,10,2023-02-15T06:21:13,2023-02-15T19:39:12,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/16,28.1,20.2,23,28.7,20.2,23,15.9,64.4,0,0,0,,0,0,73.9,47.5,152,1009.9,22.6,15.2,253.1,21.9,8,10,2023-02-16T06:22:10,2023-02-16T19:38:09,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/17,27,19.8,22.2,27.3,19.8,22.2,15.2,65.3,0,0,0,,0,0,76.3,46.4,155.1,1011.1,21.5,18.9,254.3,21.9,8,10,2023-02-17T06:23:05,2023-02-17T19:37:05,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/18,26.6,19,22.5,26.6,19,22.5,14.1,59.9,0,0,0,,0,0,56.6,37.1,179,1010.8,12.4,16.3,269.2,23.4,8,10,2023-02-18T06:24:01,2023-02-18T19:36:00,0.94,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/19,26.1,15.9,20.3,26.1,15.9,20.3,14.2,69.2,0,0,0,rain,0,0,42.6,25.9,234.3,1005.5,37.3,19.6,270.7,23.5,8,10,2023-02-19T06:24:56,2023-02-19T19:34:54,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/20,20,14.5,17.2,20,14.5,17.2,12.1,73.5,18.316,100,8.33,rain,0,0,63.9,44.6,305.1,1004.9,87,13.1,109.5,9.5,5,10,2023-02-20T06:25:51,2023-02-20T19:33:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/02/21,22.2,11,16.9,22.2,11,16.9,8.6,60.6,0,0,0,rain,0,0,30.1,21.5,293.5,1017.8,28.6,15.4,257.3,22.1,9,10,2023-02-21T06:26:46,2023-02-21T19:32:39,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/22,26.7,14.9,19.4,26.5,14.9,19.4,11.6,62.7,0,0,0,,0,0,40.7,31.7,203.8,1018.3,16.9,16.5,266.5,23,9,10,2023-02-22T06:27:40,2023-02-22T19:31:31,0.07,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/23,27.8,16,20.6,27.4,16,20.6,14.2,68.1,0,0,0,,0,0,49.4,38.9,208,1014.4,1.4,16.8,264.4,22.8,9,10,2023-02-23T06:28:33,2023-02-23T19:30:21,0.1,Clear,Clear conditions throughout the day.,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/24,25.6,18.1,21.7,25.6,18.1,21.7,14.5,65.2,0,0,0,,0,0,48.2,36.2,190.1,1015.3,12.3,15,251.5,21.8,9,10,2023-02-24T06:29:27,2023-02-24T19:29:10,0.14,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/25,23.5,15.7,19.9,23.5,15.7,19.9,11.9,61.3,0,0,0,,0,0,65.3,46.4,169.7,1017.7,17.6,18.5,249,21.6,8,10,2023-02-25T06:30:20,2023-02-25T19:27:59,0.17,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68925099999,68817099999,remote,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/26,25.7,15.8,20.9,25.7,15.8,20.9,11.8,57.4,0,0,0,,0,0,55.4,40.8,180.3,1015.7,1.2,18.6,264.3,22.9,9,10,2023-02-26T06:31:12,2023-02-26T19:26:47,0.2,Clear,Clear conditions throughout the day.,clear-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/27,28.9,18.8,22.9,28,18.8,22.8,13.4,57.1,0.991,100,4.17,rain,0,0,59.2,41.5,186.6,1014.3,16.1,16.1,261.5,22.6,9,10,2023-02-27T06:32:04,2023-02-27T19:25:34,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"68713099999,68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/02/28,27.1,18.3,22.3,27.6,18.3,22.3,16.1,69,0.002,100,4.17,rain,0,0,62.8,47.4,186.5,1014.2,15.9,17.1,262,22.6,9,10,2023-02-28T06:32:56,2023-02-28T19:24:20,0.27,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/03/01,30.1,17.2,22.2,29.2,17.2,22.2,14,62.9,0,0,0,,0,0,55.4,31.7,204.4,1013.8,49.9,17,257.8,22.2,9,10,2023-03-01T06:33:48,2023-03-01T19:23:06,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/03/02,30.9,16.8,22.8,30.2,16.8,22.7,13.9,59.6,0.125,100,4.17,rain,0,0,37.1,23.2,282.5,1010.6,10.2,14.9,252.8,21.7,9,10,2023-03-02T06:34:39,2023-03-02T19:21:51,0.33,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/03/03,24.8,15,20.1,24.8,15,20.1,15.8,76.9,0,0,0,,0,0,26.5,25.9,297.2,1012.5,52.3,12,209.1,17.8,8,10,2023-03-03T06:35:30,2023-03-03T19:20:35,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/03/04,26.3,17.4,20.6,26.3,17.4,20.6,16.5,79,0.861,100,4.17,rain,0,0,44.6,18.4,212.4,1011.7,52.4,12.4,152.6,13.1,6,10,2023-03-04T06:36:20,2023-03-04T19:19:19,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68713099999,E3102,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/03/05,22,15.6,18.3,22,15.6,18.3,16.3,88.8,31.515,100,12.5,rain,0,0,55.1,33.6,261.7,1013.3,89.2,9.4,94.2,8.2,5,10,2023-03-05T06:37:10,2023-03-05T19:18:02,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172",,,,,,,
Cape Town,2023/03/06,22.4,15.9,19,22.4,15.9,19,14.3,75.2,9.972,100,12.5,rain,0,0,61.4,39.8,167.3,1017.6,55.1,11.8,211.5,18.3,8,10,2023-03-06T06:38:00,2023-03-06T19:16:45,0.46,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/03/07,28,17.9,22,27.6,17.9,21.9,13.2,58.9,0,0,0,rain,0,0,114.8,40.2,159.1,1009.2,39.8,18.2,164.1,13.9,8,10,2023-03-07T06:38:50,2023-03-07T19:15:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/03/08,20.9,14.7,17.9,20.9,14.7,17.9,14.9,82.8,0.135,100,8.33,rain,0,0,53.6,34.7,336.5,1010.5,58.4,14.8,122.8,10.7,5,10,2023-03-08T06:39:39,2023-03-08T19:14:09,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E3102,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/03/09,19.6,13.8,16.7,19.6,13.8,16.7,14.7,88.1,11.294,100,12.5,rain,0,0,53.6,36.2,334.4,1013.8,80,16.1,124.7,10.9,6,10,2023-03-09T06:40:28,2023-03-09T19:12:50,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68816099999,68912099999,68813099999,68999099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/03/10,22,12.1,17.2,22,12.1,17.2,12.7,76.8,0,0,0,,0,0,50,26.6,318.5,1012.2,46.5,13.5,240.5,20.9,9,10,2023-03-10T06:41:16,2023-03-10T19:11:31,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"68713099999,68816099999,68912099999,68813099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
Cape Town,2023/03/11,21.8,13.9,17.8,21.8,13.9,17.8,11.9,69.9,12.269,100,8.33,rain,0,0,50,29.9,192,1016.3,53.8,13.4,183,15.6,8,10,2023-03-11T06:42:04,2023-03-11T19:10:12,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,68916099999,F6172",,,,,,,
